"K","phi","m","seed","H","r","it","sampstrat","nsamp","mismatch_mean","mismatch_max","mod1_p","mod2_p","mod1_coeff","mod2_coeff","mod1_sig","mod2_sig","mod_sig"
1,0.5,0.25,3,0.05,0.6,0,"envgeo",81,0.188324587704445,0.642929694034041,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,0,"rand",144,0.196861779745687,0.502517726944972,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,0,"grid",144,0.199570407924682,0.584560006755458,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,0,"trans",144,0.166576675002054,0.464084243870743,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,0,"envgeo",144,0.203805306127552,0.583789302995336,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,0,"rand",225,0.193525365438521,0.502517726944972,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,0,"grid",225,0.198300288069512,0.565904050829478,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,0,"trans",225,0.172050222186775,0.465508036536623,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,3,0.05,0.6,0,"envgeo",225,0.201055566316367,0.581021165130249,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"full",6361,0.188749044040999,0.736855195981919,5.14723874870199e-290,3.45296945919918e-236,0.417680418441317,0.349250900242811,TRUE,TRUE,1
2,0.5,0.25,3,0.05,0.6,0,"rand",36,0.19947150066285,0.450253039412053,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"grid",36,0.186817358360811,0.585886226237622,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"trans",36,0.188701315226803,0.483065708862477,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"envgeo",36,0.196804114759058,0.432548127093382,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"rand",81,0.187058111174128,0.477457254172609,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"grid",81,0.193677331163231,0.496680394015813,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"trans",81,0.171747121063687,0.406589674609695,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"envgeo",81,0.206827679363154,0.615750257205211,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"rand",144,0.193506320320721,0.652858144671034,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"grid",144,0.19157166919628,0.551910496418735,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"trans",144,0.186388779409592,0.612980779019759,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"envgeo",144,0.211331235198328,0.563821576021289,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"rand",225,0.192285443340247,0.652858144671034,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"grid",225,0.193430994399611,0.600907262676062,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"trans",225,0.179273160436984,0.652858144671034,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,3,0.05,0.6,0,"envgeo",225,0.19496004016745,0.735752277217128,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"full",2757,0.172615493273307,0.660243431699059,4.50317773825649e-180,2.69974108277409e-113,0.505792504204807,0.327779444102143,TRUE,TRUE,1
1,1,0.25,3,0.05,0.6,0,"rand",36,0.161779593166278,0.535243431699059,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"grid",36,0.209012202619769,0.452882429558346,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"trans",36,0.145589511804731,0.399640409083874,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"envgeo",36,0.236368408080342,0.530861421841193,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"rand",81,0.156266300437974,0.535243431699059,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"grid",81,0.187943935060888,0.55524732464759,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"trans",81,0.155884999377554,0.561192204851069,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"envgeo",81,0.192505097072526,0.527809377175944,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"rand",144,0.167466363984397,0.535243431699059,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"grid",144,0.171473302203911,0.55524732464759,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"trans",144,0.163632603417553,0.561192204851069,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"envgeo",144,0.174744337832848,0.660243431699059,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"rand",225,0.173419868676005,0.535243431699059,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"grid",225,0.173623102762499,0.506533958036347,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"trans",225,0.168728371389001,0.561192204851069,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,3,0.05,0.6,0,"envgeo",225,0.173655778554842,0.535243431699059,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"full",5464,0.1751070570737,0.810548361381939,3.72588737366968e-318,2.76105330948652e-242,0.451806918368502,0.429315213707873,TRUE,TRUE,1
2,1,0.25,3,0.05,0.6,0,"rand",36,0.168369947081221,0.37054832437071,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"grid",36,0.173758687774904,0.475805416359207,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"trans",36,0.178073775437033,0.473394790057802,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"envgeo",36,0.194785904484658,0.533212532060095,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"rand",81,0.187224134549597,0.574464136679878,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"grid",81,0.1723496931336,0.401496056078912,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"trans",81,0.16170070941548,0.537479775243604,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"envgeo",81,0.19642802546108,0.531452397176337,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"rand",144,0.189519295181836,0.574464136679878,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"grid",144,0.183578672933874,0.48503420647,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"trans",144,0.180660850524898,0.537479775243604,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"envgeo",144,0.172768658036849,0.619655610123451,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"rand",225,0.18711841928788,0.574464136679878,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"grid",225,0.176134904665034,0.534609087998094,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"trans",225,0.167572082817777,0.537479775243604,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,3,0.05,0.6,0,"envgeo",225,0.190338304688185,0.810548361381939,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"full",3743,0.194490373359668,0.82313393750354,2.36153992855643e-88,3.09857375079709e-44,0.276636280292882,0.116955086443998,TRUE,TRUE,1
1,0.5,1,3,0.05,0.6,0,"rand",36,0.183654785552763,0.471475043162182,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"grid",36,0.153606072980393,0.421274424763791,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"trans",36,0.216533270618578,0.529761005379592,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"envgeo",36,0.24187768134581,0.661468535414507,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"rand",81,0.185311090168458,0.558466207919246,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"grid",81,0.184365261198989,0.466823565752949,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"trans",81,0.204055713343632,0.578253963796347,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"envgeo",81,0.228007049291074,0.688272091111229,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"rand",144,0.19068812366542,0.568137414087476,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"grid",144,0.194520273612805,0.813272091111229,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"trans",144,0.186915173348148,0.596006152674787,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"envgeo",144,0.212468999537965,0.575385694233532,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"rand",225,0.193355148578476,0.568137414087476,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"grid",225,0.189642870032874,0.546784431744608,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"trans",225,0.192192639717893,0.578253963796347,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,3,0.05,0.6,0,"envgeo",225,0.206582718498307,0.780017716045791,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"full",6401,0.182910356164447,0.8364412431854,2.28089796762855e-121,2.14371458983108e-38,0.199335901056511,0.0566306178954674,TRUE,TRUE,1
2,0.5,1,3,0.05,0.6,0,"rand",36,0.210984001822156,0.367991794496823,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"grid",36,0.187316291717387,0.363953002085001,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"trans",36,0.180654151645944,0.436342573295094,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"envgeo",36,0.228340319883572,0.813272091111229,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"rand",81,0.200606301039063,0.459011685574172,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"grid",81,0.181051808770704,0.584898133182312,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"trans",81,0.195967636924095,0.787059545431415,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"envgeo",81,0.202978466304974,0.625621411836849,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"rand",144,0.192758348582974,0.479245391590583,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"grid",144,0.175056098599093,0.584898133182312,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"trans",144,0.174000952789152,0.787059545431415,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"envgeo",144,0.215846031693099,0.581021165130249,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"rand",225,0.187592992050197,0.654019853405391,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"grid",225,0.168378057765353,0.62967292117444,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"trans",225,0.185668131793855,0.625194554464947,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,3,0.05,0.6,0,"envgeo",225,0.196194034168595,0.715083708318405,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"full",3276,0.172053550656297,0.756979244200353,2.36860239166364e-71,2.80618153523883e-49,0.212505763042509,0.0920268697936383,TRUE,TRUE,1
1,1,1,3,0.05,0.6,0,"rand",36,0.182871821298013,0.756979244200353,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"grid",36,0.2315956606683,0.506296913760899,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"trans",36,0.193306191037584,0.568389910227139,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"envgeo",36,0.219923054796958,0.546485449510541,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"rand",81,0.157736496814589,0.756979244200353,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"grid",81,0.184096629921711,0.568137414087476,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"trans",81,0.147522128137352,0.48224681811991,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"envgeo",81,0.208997175045197,0.507460937119992,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"rand",144,0.160550889246894,0.756979244200353,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"grid",144,0.176681299353133,0.526236283019384,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"trans",144,0.157542308798578,0.568389910227139,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"envgeo",144,0.18107041260019,0.756979244200353,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"rand",225,0.167814497637377,0.756979244200353,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"grid",225,0.174677075384354,0.601200437365366,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"trans",225,0.158328661540959,0.552222588000422,NA,NA,NA,NA,NA,NA,NA
1,1,1,3,0.05,0.6,0,"envgeo",225,0.184997423611405,0.601200437365366,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"full",5953,0.17681777693256,0.77666908117303,2.83113413299418e-190,2.09229090907786e-44,0.254244691391586,0.103665600916376,TRUE,TRUE,1
2,1,1,3,0.05,0.6,0,"rand",36,0.172532373377781,0.500704254451804,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"grid",36,0.17896291299805,0.450493206158333,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"trans",36,0.173319616081841,0.434548036297806,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"envgeo",36,0.217402117510175,0.652789010099139,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"rand",81,0.187966198214563,0.597982039625556,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"grid",81,0.186542486167191,0.449498420780259,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"trans",81,0.177151657067367,0.527858144671034,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"envgeo",81,0.216481850743659,0.588590819538661,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"rand",144,0.199239811437437,0.617065299713012,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"grid",144,0.181485182000253,0.77666908117303,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"trans",144,0.171678914559487,0.60853929724589,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"envgeo",144,0.202900340519742,0.604493840676861,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"rand",225,0.195159268586234,0.617065299713012,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"grid",225,0.176647114560217,0.74023244335459,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"trans",225,0.168973085428262,0.60853929724589,NA,NA,NA,NA,NA,NA,NA
2,1,1,3,0.05,0.6,0,"envgeo",225,0.200850400844396,0.54740243030197,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"full",3577,0.135715652887963,0.532712337682538,0,0,0.854705130415794,0.904859972251032,TRUE,TRUE,1
1,0.5,0.25,1,0.5,0.6,0,"rand",36,0.118094900734524,0.314860732588588,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"grid",36,0.145567524172923,0.425706779717733,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"trans",36,0.126867871820711,0.403768513674684,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"envgeo",36,0.150422288168008,0.489785575867053,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"rand",81,0.134788821723265,0.318878223081953,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"grid",81,0.138342620830824,0.420258624514871,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"trans",81,0.12942672069615,0.377348645291959,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"envgeo",81,0.162930808380105,0.479252250037201,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"rand",144,0.135581030661019,0.319904664479572,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"grid",144,0.138123446782213,0.407795240975307,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"trans",144,0.136426359683173,0.439996971512331,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"envgeo",144,0.137439523216351,0.442260830805895,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"rand",225,0.138572385523386,0.410521265832578,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"grid",225,0.13191263888562,0.428487905279815,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"trans",225,0.129707725688164,0.451265318677665,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.5,0.6,0,"envgeo",225,0.136949087783897,0.479252250037201,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"full",6411,0.140976858778866,0.60930607908103,0,0,0.884375943019607,0.89231614587839,TRUE,TRUE,1
2,0.5,0.25,1,0.5,0.6,0,"rand",36,0.117884445889052,0.296654739618943,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"grid",36,0.130364561190372,0.275568631364081,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"trans",36,0.147034164622074,0.440248765211917,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"envgeo",36,0.148060330803423,0.390353985832501,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"rand",81,0.128419679977604,0.326492278928251,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"grid",81,0.160135927114391,0.44026010386524,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"trans",81,0.143737988360544,0.438143212697225,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"envgeo",81,0.119525835509121,0.466469355035138,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"rand",144,0.132787409639763,0.390353985832501,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"grid",144,0.145556308602652,0.400756362881562,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"trans",144,0.153691156079303,0.434727881183813,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"envgeo",144,0.163633241948032,0.426624594804019,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"rand",225,0.138486816440142,0.438143212697225,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"grid",225,0.148625148766387,0.412401740211415,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"trans",225,0.147826418705899,0.500729501756712,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.5,0.6,0,"envgeo",225,0.147093819280414,0.461010973130212,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"full",3208,0.118818021280258,0.553891564394692,0,0,0.992832543013017,0.93699117523872,TRUE,TRUE,1
1,1,0.25,1,0.5,0.6,0,"rand",36,0.13112125153171,0.382390647364404,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"grid",36,0.12910891141606,0.35454766005556,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"trans",36,0.115451956932074,0.265974232068878,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"envgeo",36,0.129815062581487,0.321948357302985,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"rand",81,0.126377091743283,0.382390647364404,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"grid",81,0.126336138768823,0.385551537186518,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"trans",81,0.114348061300105,0.401178955747338,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"envgeo",81,0.126264740306424,0.386967727348964,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"rand",144,0.122242466032202,0.410293761706555,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"grid",144,0.120625144216638,0.549173347910668,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"trans",144,0.115860915235692,0.417401627778121,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"envgeo",144,0.123396230422875,0.448104823794058,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"rand",225,0.121390661526987,0.410293761706555,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"grid",225,0.116065331255015,0.385551537186518,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"trans",225,0.120340180628389,0.462376533057633,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.5,0.6,0,"envgeo",225,0.116514769657863,0.416475850724269,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"full",6123,0.119041972640055,0.58426322578862,0,0,0.957484298237212,0.963098548933083,TRUE,TRUE,1
2,1,0.25,1,0.5,0.6,0,"rand",36,0.114817841728796,0.282505115114922,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"grid",36,0.124025347216411,0.299948400573989,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"trans",36,0.0928803199299888,0.229168516008826,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"envgeo",36,0.146890995424852,0.391132215772523,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"rand",81,0.119950717585896,0.339717398921045,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"grid",81,0.123006474576368,0.459930247007925,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"trans",81,0.109790645409963,0.48184494753606,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"envgeo",81,0.111786521655551,0.305565502454415,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"rand",144,0.123118422757146,0.383677796740224,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"grid",144,0.127066050360485,0.401768782028958,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"trans",144,0.115242292550104,0.340479367432488,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"envgeo",144,0.118518429134063,0.297260305376448,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"rand",225,0.117547631028209,0.383677796740224,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"grid",225,0.122032212672338,0.48184494753606,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"trans",225,0.108626645666666,0.412955794415713,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.5,0.6,0,"envgeo",225,0.12435501951933,0.58426322578862,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"full",3604,0.158381219718947,0.785637091314906,0,0,0.652522305773404,0.720628917988979,TRUE,TRUE,1
1,0.5,1,1,0.5,0.6,0,"rand",36,0.1331157137413,0.407231649515151,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"grid",36,0.147157742461897,0.392668775745406,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"trans",36,0.182166164175179,0.448104823794058,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"envgeo",36,0.158339340222182,0.59698575108339,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"rand",81,0.139728202199005,0.407231649515151,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"grid",81,0.158120428924474,0.473586587779729,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"trans",81,0.170274779517668,0.403587002209816,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"envgeo",81,0.161762420586559,0.452415728617131,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"rand",144,0.156677430358085,0.491825977837573,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"grid",144,0.15454587244005,0.42821909035039,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"trans",144,0.16858970578894,0.573104823794058,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"envgeo",144,0.161652129403226,0.476851714323102,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"rand",225,0.159297216501148,0.491825977837573,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"grid",225,0.166657036440045,0.616946125765277,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"trans",225,0.164467010627084,0.573104823794058,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.5,0.6,0,"envgeo",225,0.169748525093342,0.620841534312914,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.5,0.6,0,"full",6519,0.148370563071171,0.71725874670735,0,0,0.705365777264373,0.656383826407902,TRUE,TRUE,1
