"K","phi","m","seed","H","r","it","sampstrat","nsamp","mismatch_mean","mismatch_max","mod1_p","mod2_p","mod1_coeff","mod2_coeff","mod1_sig","mod2_sig","mod_sig"
1,0.5,0.25,1,0.05,0.3,0,"full",3390,0.221632516131466,0.803014149456804,3.66919870612963e-133,2.19929433531368e-156,0.373458620580785,0.463592108465159,TRUE,TRUE,1
1,0.5,0.25,1,0.05,0.3,0,"rand",36,0.207805706329031,0.563520131041037,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"grid",36,0.26140281966624,0.65249535765724,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"trans",36,0.220572698410529,0.450912080322451,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"envgeo",36,0.235832379714242,0.504502514325739,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"rand",81,0.216711111689677,0.641513256945401,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"grid",81,0.219033649632602,0.564372971119816,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"trans",81,0.223683439411711,0.680749448149601,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"envgeo",81,0.22495925146606,0.577153583167453,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"rand",144,0.209354577045075,0.641513256945401,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"grid",144,0.223243286014942,0.571878307124589,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"trans",144,0.228224470510421,0.685916533754722,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"envgeo",144,0.219999227492198,0.58187616492168,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"rand",225,0.215344974378863,0.641513256945401,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"grid",225,0.229822950124184,0.702460697861886,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"trans",225,0.242805169356914,0.685916533754722,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,1,0.05,0.3,0,"envgeo",225,0.240502089440863,0.702460697861886,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"full",6232,0.222708151119008,0.809040733872555,7.36004435324208e-277,7.40484675747411e-238,0.385175066665936,0.425606727216805,TRUE,TRUE,1
2,0.5,0.25,1,0.05,0.3,0,"rand",36,0.233104329694442,0.510397264005838,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"grid",36,0.212816395362387,0.703576306537769,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"trans",36,0.231087615063256,0.628951176168321,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"envgeo",36,0.222696666861861,0.484826558267121,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"rand",81,0.236698889443889,0.711071266426247,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"grid",81,0.203864501523034,0.625076456669058,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"trans",81,0.239478981114396,0.792854304984602,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"envgeo",81,0.243839298762575,0.804055498766827,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"rand",144,0.224714801608872,0.711071266426247,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"grid",144,0.245717497953075,0.804055498766827,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"trans",144,0.215740024455064,0.660520543682387,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"envgeo",144,0.234059396167618,0.809040733872555,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"rand",225,0.225221179110706,0.711071266426247,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"grid",225,0.216258265863388,0.592869954401412,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"trans",225,0.233110250326569,0.651547377616239,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,1,0.05,0.3,0,"envgeo",225,0.233481040978988,0.675455374059777,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"full",2843,0.18744806162296,0.675455374059777,3.92465714335139e-232,3.8631202775937e-171,0.521601040716311,0.419227652980877,TRUE,TRUE,1
1,1,0.25,1,0.05,0.3,0,"rand",36,0.161044221403582,0.318371716583165,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"grid",36,0.19349364463829,0.583528067264433,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"trans",36,0.18793445890641,0.407273632437977,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"envgeo",36,0.219634771391289,0.435712221596564,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"rand",81,0.17361268554076,0.444382123721743,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"grid",81,0.199492799641807,0.536941770787528,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"trans",81,0.187789210302719,0.548816734837547,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"envgeo",81,0.193484875592273,0.522469488305991,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"rand",144,0.174673701532795,0.49616572557846,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"grid",144,0.184852729937911,0.463364528316526,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"trans",144,0.162440466193895,0.405055321838475,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"envgeo",144,0.199206132670352,0.650243128486095,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"rand",225,0.179625450598856,0.49616572557846,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"grid",225,0.183078780266182,0.549451456965601,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"trans",225,0.170979072475644,0.407273632437977,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,1,0.05,0.3,0,"envgeo",225,0.199181191398408,0.650243128486095,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"full",5505,0.183913462178608,0.646758080358135,0,0,0.494324816929222,0.42483773836093,TRUE,TRUE,1
2,1,0.25,1,0.05,0.3,0,"rand",36,0.185317145281155,0.486883634497113,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"grid",36,0.208476036145123,0.513615917180907,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"trans",36,0.205566013360764,0.467090862913364,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"envgeo",36,0.198609267062034,0.444834896359672,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"rand",81,0.171631736215825,0.486883634497113,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"grid",81,0.182088902617305,0.415117074118707,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"trans",81,0.181630491033416,0.467090862913364,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"envgeo",81,0.203101831022835,0.453576306537769,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"rand",144,0.179346209006747,0.644168972143122,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"grid",144,0.189111051274745,0.646758080358135,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"trans",144,0.177348608146892,0.486883634497113,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"envgeo",144,0.196452449187047,0.60941430548101,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"rand",225,0.180568765058289,0.644168972143122,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"grid",225,0.187542939006438,0.509661393029489,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"trans",225,0.178924140131703,0.486883634497113,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,1,0.05,0.3,0,"envgeo",225,0.183166583278988,0.494573938635789,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"full",3616,0.205162285110357,0.684040733872555,2.30377714719911e-72,1.1912243618273e-22,0.18426243585802,0.0500277574912016,TRUE,TRUE,1
1,0.5,1,1,0.05,0.3,0,"rand",36,0.202064360722542,0.517016144491869,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"grid",36,0.190611217640928,0.552198284816522,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"trans",36,0.183621137922565,0.389986141883017,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"envgeo",36,0.252332641728926,0.616415499927188,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"rand",81,0.19435869566732,0.517016144491869,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"grid",81,0.201960958653519,0.502302992879776,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"trans",81,0.193669501866452,0.514986141883017,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"envgeo",81,0.230930136175744,0.640986406785444,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"rand",144,0.194725872953605,0.517016144491869,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"grid",144,0.214577134601065,0.587261240268469,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"trans",144,0.18965432651156,0.473564267467639,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"envgeo",144,0.216960493306453,0.684040733872555,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"rand",225,0.195186298873183,0.536812736499746,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"grid",225,0.205161306172594,0.549285368000276,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"trans",225,0.194823805788597,0.640986406785444,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,1,0.05,0.3,0,"envgeo",225,0.22926966017189,0.617906587402992,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"full",6406,0.20710529256312,0.780914669044137,3.39105118312895e-111,1.11264284425537e-67,0.16359479863794,0.122559691290769,TRUE,TRUE,1
2,0.5,1,1,0.05,0.3,0,"rand",36,0.191235400733041,0.412357679695129,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"grid",36,0.244403530700794,0.524179704232637,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"trans",36,0.206420644530102,0.480080234822979,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"envgeo",36,0.27323158274689,0.755642084371227,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"rand",81,0.221447799889519,0.544055866080064,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"grid",81,0.212391903773585,0.616882766860076,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"trans",81,0.225739019620778,0.632972829131775,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"envgeo",81,0.237270983331935,0.765986406785444,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"rand",144,0.213912532530436,0.598985838034185,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"grid",144,0.226324215990434,0.780914669044137,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"trans",144,0.208903896124248,0.765986406785444,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"envgeo",144,0.236541875223725,0.755642084371227,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"rand",225,0.207244677442618,0.598985838034185,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"grid",225,0.216565193494372,0.765986406785444,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"trans",225,0.210684677276536,0.765986406785444,NA,NA,NA,NA,NA,NA,NA
2,0.5,1,1,0.05,0.3,0,"envgeo",225,0.233254010119064,0.612951659699375,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"full",3213,0.188572538434307,0.713504056316587,4.7949184049099e-126,1.34873024527699e-98,0.245027414089666,0.222903500664096,TRUE,TRUE,1
1,1,1,1,0.05,0.3,0,"rand",36,0.178618056783286,0.472919935019419,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"grid",36,0.163584742165872,0.403632038518369,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"trans",36,0.187410840268546,0.452375595311058,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"envgeo",36,0.231056161993718,0.486424851646944,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"rand",81,0.18187989809356,0.472919935019419,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"grid",81,0.198789615489484,0.486424851646944,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"trans",81,0.184373088120764,0.713504056316587,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"envgeo",81,0.212147574441527,0.554826060206743,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"rand",144,0.180852757482262,0.488493165407203,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"grid",144,0.196362777349259,0.487762624723577,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"trans",144,0.181152721420863,0.498787384883475,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"envgeo",144,0.205081517458698,0.612762624723577,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"rand",225,0.193436580198901,0.532613126449247,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"grid",225,0.181961741880754,0.556540223138565,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"trans",225,0.182439893401459,0.473584091013178,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0.05,0.3,0,"envgeo",225,0.204837905984542,0.66325386896761,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"full",5436,0.200081474601907,0.693083052378809,2.09677189217319e-235,3.51311447536543e-172,0.353064895620228,0.282915254427031,TRUE,TRUE,1
2,1,1,1,0.05,0.3,0,"rand",36,0.15886404576651,0.435672575620395,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"grid",36,0.185673862464087,0.382069006518169,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"trans",36,0.19910705109515,0.435294552433323,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"envgeo",36,0.207998708473428,0.48441430548101,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"rand",81,0.185614271095047,0.497578000305446,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"grid",81,0.216139573906942,0.538208407560651,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"trans",81,0.22192457628058,0.538088218889979,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"envgeo",81,0.227318316171136,0.571662079496436,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"rand",144,0.19027530166541,0.515463053755813,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"grid",144,0.210583383846988,0.593625261758805,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"trans",144,0.209492763373457,0.490788040179858,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"envgeo",144,0.217636268965035,0.58529577364906,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"rand",225,0.188332662959827,0.515463053755813,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"grid",225,0.208435409235233,0.577810172104235,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"trans",225,0.211741245058371,0.508390701440974,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,0.05,0.3,0,"envgeo",225,0.207801640614882,0.58529577364906,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"full",3271,0.217007409830466,0.97285981764696,7.02589419461551e-142,8.23692261689847e-138,0.414130997253462,0.416794221437797,TRUE,TRUE,1
1,0.5,0.25,2,0.05,0.3,0,"rand",36,0.21518102323261,0.482082179220873,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"grid",36,0.210436770453457,0.479946733900848,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"trans",36,0.199845637891112,0.68197547656764,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"envgeo",36,0.243444065958654,0.625666068560742,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"rand",81,0.219570120457732,0.575465451091865,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"grid",81,0.235984254789119,0.68197547656764,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"trans",81,0.225472117625343,0.699962944589847,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"envgeo",81,0.234503598819355,0.546089256623531,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"rand",144,0.214842485016629,0.63114036028043,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"grid",144,0.217582950361915,0.97285981764696,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"trans",144,0.221350959171768,0.699962944589847,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"envgeo",144,0.227048157889303,0.625666068560742,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"rand",225,0.217914640644899,0.63114036028043,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"grid",225,0.213297435376416,0.625666068560742,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"trans",225,0.221374886029144,0.736261893358406,NA,NA,NA,NA,NA,NA,NA
1,0.5,0.25,2,0.05,0.3,0,"envgeo",225,0.230056762364017,0.613411151320283,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"full",6081,0.21374830659469,0.883951197308518,0,5.5870657812747e-206,0.517824263131118,0.334253176464841,TRUE,TRUE,1
2,0.5,0.25,2,0.05,0.3,0,"rand",36,0.215510644836286,0.577400299069145,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"grid",36,0.215416731935707,0.47546986051255,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"trans",36,0.181148268498088,0.397781696546044,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"envgeo",36,0.240477558603456,0.619270699717495,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"rand",81,0.211813273699043,0.642735179409724,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"grid",81,0.229210363995172,0.721657389427499,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"trans",81,0.206838872306872,0.534381380766245,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"envgeo",81,0.22161044387843,0.47532629709449,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"rand",144,0.20935436175106,0.642735179409724,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"grid",144,0.229392045428104,0.564276682068469,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"trans",144,0.223066739482499,0.646321939135604,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"envgeo",144,0.217378259836835,0.627621043069953,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"rand",225,0.21645767844025,0.642735179409724,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"grid",225,0.232451960238426,0.876610448170792,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"trans",225,0.223364183729704,0.545290145988859,NA,NA,NA,NA,NA,NA,NA
2,0.5,0.25,2,0.05,0.3,0,"envgeo",225,0.220667736110806,0.883951197308518,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"full",2887,0.177096323808444,0.827836020896293,1.27401215581196e-275,2.56809981030513e-194,0.534212082216329,0.427049301602245,TRUE,TRUE,1
1,1,0.25,2,0.05,0.3,0,"rand",36,0.182795941114073,0.443900457465351,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"grid",36,0.167786397139619,0.352852369123737,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"trans",36,0.185483487561999,0.422066404250138,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"envgeo",36,0.204381826920435,0.481038038149258,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"rand",81,0.191384147958823,0.530465434847091,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"grid",81,0.167195133847924,0.451549386280349,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"trans",81,0.181639622885975,0.397549519672464,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"envgeo",81,0.201285976364797,0.827836020896293,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"rand",144,0.186414586745959,0.530465434847091,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"grid",144,0.194099334289232,0.627608723755695,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"trans",144,0.171054248903568,0.454516423172735,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"envgeo",144,0.176990361945767,0.509571833730473,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"rand",225,0.183591498583772,0.530465434847091,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"grid",225,0.175304840210755,0.494227882414931,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"trans",225,0.174174397522644,0.547603873419328,NA,NA,NA,NA,NA,NA,NA
1,1,0.25,2,0.05,0.3,0,"envgeo",225,0.198575594698827,0.702836020896293,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"full",5545,0.17725469306424,0.7571785210602,0,0,0.56207279664523,0.496175074758255,TRUE,TRUE,1
2,1,0.25,2,0.05,0.3,0,"rand",36,0.174918354644275,0.364065524861096,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"grid",36,0.172004630006714,0.394474159064583,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"trans",36,0.152804083818176,0.455498154615918,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"envgeo",36,0.182363295796707,0.440151130187353,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"rand",81,0.181309318544154,0.422832568779429,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"grid",81,0.171441216310172,0.602935550913484,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"trans",81,0.180250685123393,0.520397517340079,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"envgeo",81,0.191121441456694,0.702836020896293,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"rand",144,0.185911680638859,0.431421514874271,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"grid",144,0.182768555023964,0.528568617832812,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"trans",144,0.174298191674337,0.545290145988859,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"envgeo",144,0.185051574556606,0.7571785210602,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"rand",225,0.189233386259595,0.595708097242254,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"grid",225,0.166518070474131,0.520837868095926,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"trans",225,0.172980071925513,0.471578201032158,NA,NA,NA,NA,NA,NA,NA
2,1,0.25,2,0.05,0.3,0,"envgeo",225,0.179739571076174,0.573136129525831,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,2,0.05,0.3,0,"full",3703,0.192507873163123,0.666268282830424,7.09296616984233e-137,6.99343035590409e-109,0.225511185576826,0.185384717599558,TRUE,TRUE,1
1,0.5,1,2,0.05,0.3,0,"rand",36,0.173990964868868,0.433234477999542,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,2,0.05,0.3,0,"grid",36,0.190309002441239,0.470952094965208,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,2,0.05,0.3,0,"trans",36,0.211810462554385,0.470988997988883,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,2,0.05,0.3,0,"envgeo",36,0.22761610001282,0.540260938217216,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,2,0.05,0.3,0,"rand",81,0.179121052972232,0.470988997988883,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,2,0.05,0.3,0,"grid",81,0.197785208206983,0.460360186091179,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,2,0.05,0.3,0,"trans",81,0.183645084192219,0.428704879420023,NA,NA,NA,NA,NA,NA,NA
